,상호,브랜드,"가입비
(가맹비)",교육비,보증금,"기타비용
(인테리어
비용포함)","합계
(창업비용
지수)","인테리어면적당(3.3㎡)
비용","기준면적
(㎡)인테리어",총 비용,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점 평균 매출액 ,가맹점 면적(3.3㎡)당 평균매출액
2023,커피퍽바이미스터케이,COFFEE PUCK,"2,200","6,600",0,"78,515","87,315
(1.00)","3,600",33,"36,000",7,7,0,0,2,412722,29065
2023,(주)정명에프앤비,라크리마커피,"6,600","2,200","5,000","47,000","60,800
(1.00)","2,500",33,"25,000",2,0,0,3,0,132181,13218
2023,(주)정명에프앤비,카페드30W,"12,100","11,000","20,000","194,000","237,100
(2.00)","2,250",132,"90,000",0,0,0,0,0,0,0
2023,(주)커피에반하다,커피에반하다 스마트카페,0,0,0,"116,039","116,039
(1.00)","1,980",23,"13,860",115,97,0,13,3,60337,6070
2023,(주)파란만잔,파란만잔,"11,000","3,300","2,000","110,935","127,235
(1.00)","3,000",50,"45,000",18,13,0,0,1,264841,14833
2023,멀티커피,멀티커피,"5,500","3,300","3,000","46,750","58,550
(1.00)","2,750",16,"13,750",0,0,0,0,0,0,0
2023,개떡카페&SH모바일,개떡카페,"11,000","2,200","3,000","21,100","37,300
(.00)","1,000",66,"20,000",0,0,0,0,0,0,0
2023,(주)명륜당,명륜커피,"5,500","3,300","2,000","76,670","87,470
(1.00)","2,530",50,"37,950",0,0,0,0,0,0,0
2023,(주)명륜당,명륜커피,"5,500","3,300","2,000","76,670","87,470
(1.00)","2,530",50,"37,950",0,0,0,0,0,0,0
2023,투썸플레이스(주),투썸플레이스,"27,550","1,650","10,000","273,300","312,500
(3.00)","2,187",148,"98,400",1412,135,0,53,101,527722,9258
2023,어나더미네스,어나더미네스(Anothermines),"11,000","5,500","10,000","341,000","367,500
(4.00)","3,300",165,"165,000",0,0,0,0,0,0,0
2023,피크니크(주),피크니크,"5,500","5,500",0,"176,700","187,700
(2.00)","11,000",33,"110,000",0,0,0,0,0,0,0
2023,(주)하이파이브,하이오커피,"5,500","3,300","3,000","59,300","71,100
(1.00)","2,200",33,"22,000",186,103,0,4,11,215895,16901
2023,구스카토,구스카토,"3,300","5,500","1,000","70,950","80,750
(1.00)","2,750",50,"41,250",1,0,0,0,0,134081,6704
2023,㈜디케이비에프엔비,도케비커피(DoKKeB Coffee),"7,700","3,300","5,000","181,500","197,500
(2.00)","2,200",132,"88,000",0,0,0,0,0,0,0
2023,쌍도커피,쌍도커피,"5,500","3,300","1,000","44,000","53,800
(1.00)","2,200",33,"22,000",3,3,0,0,0,0,0
2023,(주)더치즈샵,더치즈샵,"5,500","3,300","1,000","77,000","86,800
(1.00)","2,750",33,"27,500",2,2,0,0,0,113112,6463
2023,(유)올드브릭컴퍼니,커피 로드뷰,"5,500","3,300","5,000","81,070","94,870
(1.00)","1,760",50,"26,400",5,5,0,0,0,308608,13418
2023,메이즈메이즈(MazeMaze),메이즈메이즈,"5,500","3,300","3,000","90,944","102,744
(1.00)","2,100",66,"42,000",0,0,0,0,0,0,0
2023,(주)엘에이치지,롤스커피,"11,000","3,300","5,000","90,600","109,900
(1.00)","2,200",26,"17,600",4,3,1,0,0,124206,8613
2023,(주)엘에이치지,라떼떼,"11,000","3,300","5,000","112,600","131,900
(1.00)","2,200",26,"17,600",12,2,11,0,1,106813,5280
2023,(주)카페꼼마,카페꼼마,"22,000","3,300","10,000","183,095","218,395
(2.00)","1,925",148,"86,625",0,0,0,0,0,0,0
2023,(주)올바른에프앤비,GOC COFFEE(고씨커피),"5,500","3,300","2,000","65,000","75,800
(1.00)","2,000",33,"20,000",0,0,0,0,0,0,0
2023,(주)비티브랜즈코리아,기기커피,"5,500","5,500","2,000","61,000","74,000
(1.00)","2,900",33,"29,000",5,3,0,0,0,0,0
2023,셀렉커피랩(SELECT),셀렉커피랩(SELECT),"5,500","5,500","3,000","62,700","76,700
(1.00)","2,475",26,"19,800",0,0,0,0,0,0,0
2023,(주)위드텀브,텀브커피,"5,500","3,300",0,"47,300","56,100
(1.00)",165,66,"3,300",34,2,0,3,2,79456,5408
2023,(주)르하임메르쎄시,카페메르쎄시,"5,500","3,300","3,000","40,150","51,950
(.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2023,(주)케이더블유프랜차이즈,태그1.5커피,"3,300","2,200",0,"72,600","78,100
(1.00)","1,907",50,"28,600",0,0,0,1,0,0,0
2023,어랏커피,어랏커피스탠드,"5,500","3,300","2,000","60,500","71,300
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,카페블랑베어,터치바이커피(TOUCH BY COFFEE),"5,500",0,0,"58,000","63,500
(1.00)","4,000",23,"28,000",0,0,0,0,0,0,0
2023,㈜장수에프앤비,스윗다이노,"5,500","3,300","2,000","51,700","62,500
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,(주)더블에스에프앤비,카페자나,"5,500","3,300","2,000",0,"10,800
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,(주)엘에이치지,씨티야,"11,000","3,300","5,000","99,300","118,600
(1.00)","1,980",50,"29,700",0,0,0,0,0,0,0
2023,(주)에이치푸드빌,커피아트,"11,000","3,300","5,000","98,100","117,400
(1.00)","1,980",50,"29,700",0,0,0,0,0,0,0
2023,(주)와이티아이컴퍼니,레드애플,"11,000","5,500","2,000","78,100","96,600
(1.00)","1,980",50,"29,700",7,6,0,3,2,154787,8173
2023,(주)에이치푸드빌,베콩,"11,000","3,300","5,000","98,100","117,400
(1.00)","1,980",50,"29,700",0,0,0,0,0,0,0
2023,(주)맛있는수다,맛있는커피,"5,500","3,300","2,000","78,100","88,900
(1.00)","1,760",82,"44,000",0,0,0,0,0,0,0
2023,㈜남다른생각,사운즈커피(SOUNDS COFFEE),"22,000","11,000","20,000","332,200","385,200
(4.00)","2,420",198,"145,200",3,3,0,0,0,0,0
2023,㈜남다른생각,사운즈커피미니(SOUNDSCOFFEE mini),"2,200","3,300","10,000","92,400","107,900
(1.00)","2,750",40,"33,000",0,0,0,0,0,0,0
2023,몽플,몽플,"5,500","2,200","1,000","59,400","68,100
(1.00)","2,200",50,"33,000",32,1,0,8,2,57303,1801
2023,(주)엠티엘컴퍼니,보난자커피,"22,000","5,500","10,000","283,305","320,805
(3.00)","7,700",66,"154,000",0,0,0,0,0,0,0
2023,(주)느낌1998,타래커피1998,"5,500","1,650","3,000","77,000","87,150
(1.00)","2,090",66,"41,800",1,1,0,0,0,0,0
2023,(주)다른에프앤비,호달달,"11,000","3,300","2,000","47,300","63,600
(1.00)","2,090",33,"20,900",6,1,0,1,0,66776,3789
2023,(주)거북이꿈,스내킹,"5,500","5,500","5,000","43,800","59,800
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2023,비엠에프엔비,페어런츠,"3,300","5,500",0,"59,950","68,750
(1.00)","1,760",50,"26,400",7,4,0,0,0,244672,11453
2023,"브로떼,서로커피",브로떼커피,"6,600","4,400",300,"73,755","85,055
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)훈훈한배,그립핑거스,"11,000","3,300","3,000","58,000","75,300
(1.00)","2,500",33,"25,000",0,0,0,0,0,0,0
2023,(주)엔피엔에프,타이거프레소,"3,300","2,200","2,000","67,300","74,800
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)지구당,띵크프룻,"7,700","5,500","3,000","121,000","137,200
(1.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2023,세인트커피(SAINTCOFFEE),세인트커피(SAINT COFFEE),"11,000","5,500",0,"76,476","92,976
(1.00)","1,320",66,"26,400",0,0,0,0,0,0,0
2023,(주)알리스타커피,ALI?TOGO?STAR(알리투고스타)커피,"13,200","3,300","3,000","75,350","94,850
(1.00)","1,833",50,"27,500",0,0,0,0,0,0,0
2023,킹프레소,킹프레소,"5,500","3,300","2,000","68,640","79,440
(1.00)","2,750",33,"27,500",18,1,0,2,1,222670,15929
2023,(주)중독컴퍼니,카페인중독,"5,500","3,300","1,000","46,300","56,100
(1.00)","2,625",26,"21,000",132,43,3,2,3,192858,16394
2023,블루웨이브커피,블루 웨이브 커피,"5,500","3,300","2,000","50,600","61,400
(1.00)","2,750",33,"27,500",1,0,0,0,0,100004,2374
2023,동네컴퍼니,동네커피,"5,500","3,300","1,000","70,952","80,752
(1.00)","2,750",33,"27,500",48,10,0,3,0,158761,6987
2023,원앤식스커피,원앤식스커피,"2,200","5,500","3,000","118,800","129,500
(1.00)","2,200",132,"88,000",0,0,0,0,0,0,0
2023,(주)진주가정식,엔젤비스켓,"6,600","4,400","2,000","42,020","55,020
(1.00)","1,980",33,"19,800",0,0,0,0,0,0,0
2023,고바슨커피㈜,크라프커피(Kraff COFFEE),"11,000","8,800","10,000","245,850","275,650
(3.00)","2,530",165,"126,500",0,0,0,0,0,0,0
2023,나이스컴퍼니,헤브어나이스데이,"5,500","3,300","2,000","30,587","41,387
(.00)","2,420",33,"24,200",0,0,0,0,0,0,0
2023,커피로만(coffeeroman),COFFEE ROMAN(커피로만),"5,500","3,300","1,000","59,400","69,200
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,카페율하온,카페율하온,"5,500","3,300",0,"26,400","35,200
(.00)",0,0,0,7,7,0,0,0,0,0
2023,(주)마린컴퍼니,마린커피,"2,200","2,200","2,000","67,050","73,450
(1.00)","3,300",33,"33,000",14,4,0,1,0,146308,13939
2023,(주)제이엠케이,비엔나커피하우스,"5,500","3,300","10,000","161,810","180,610
(2.00)","2,365",99,"70,950",30,0,8,0,5,195289,3364
2023,(주)카페일리터,카페일리터,"6,600","3,300","1,000","33,000","43,900
(.00)","1,100",33,"11,000",73,21,8,0,0,130892,10712
2023,(주)진주가정식,다이브에스프레소클럽,"15,400","5,500","2,000","50,600","73,500
(1.00)","2,200",33,"22,000",0,1,0,0,0,0,0
2023,지니프레쉬,지니프레쉬,"5,500","3,300","1,000","42,680","52,480
(1.00)","2,200",33,"22,000",5,5,0,0,0,177509,11773
2023,"브로떼,서로커피",서로커피,"6,600","4,400",300,"73,755","85,055
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)백희,애드컵(ADD CUP),"7,700","5,500","3,000","63,690","79,890
(1.00)","1,899",50,"28,490",0,0,0,0,0,0,0
2023,(주)이랜드이츠,더카페,"5,500","1,100","5,000","66,800","78,400
(1.00)","2,420",33,"24,200",167,10,0,14,11,126092,9092
2023,(주)외식전문기업제이케이,꾸브라빈,"3,300","1,650",0,"56,650","61,600
(1.00)","3,300",33,"33,000",0,0,0,0,0,0,0
2023,(주)엑스엑스,엑스엑스 커피메이커,"5,500","3,300","1,000","25,300","35,100
(.00)",0,0,0,5,4,0,0,0,97084,7468
2023,숨맑은집인테리어,숨맑은집,"5,500","3,300","1,000","126,500","136,300
(1.00)","2,750",66,"55,000",1,0,0,0,0,12000,4285
2023,제이씨푸드(주),호다:방,"3,300","3,300","3,000","54,900","64,500
(1.00)","1,500",50,"22,500",0,0,0,0,0,0,0
2023,라떼인카페,닷닷닷(dotdotdot),"11,000","2,200","2,000","35,090","50,290
(.00)","1,375",40,"16,500",0,0,0,0,0,0,0
2023,(주)에스에이치컴퍼니,오하오,"2,200","1,100","1,000","14,650","18,950
(.00)",0,66,0,0,0,0,0,0,0,0
2023,한가득팜,달다구니(DALDAGUNI),"5,500","1,100","10,000","68,200","84,800
(1.00)","2,200",66,"44,000",2,2,0,0,0,0,0
2023,핀들커피(PindleCoffee),핀들커피,"5,500","3,300","3,000","78,100","89,900
(1.00)","3,850",33,"38,500",0,0,0,0,0,0,0
2023,카페이수페,이수페,"5,500","5,500","3,000","85,250","99,250
(1.00)","2,310",50,"34,650",0,0,0,0,0,0,0
2023,(주)백희,트루바이,"5,500","3,300","2,000","62,700","73,500
(1.00)","2,200",50,"33,000",0,0,0,0,0,0,0
2023,지티(GT)커피,지티(GT)커피,"5,500","3,300","2,000","99,000","109,800
(1.00)","1,870",99,"56,100",0,0,0,0,0,0,0
2023,㈜딜리버링,커피시키신분,"3,300","2,200","2,000","41,800","49,300
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,(주)신양도,심재,"12,100","5,500","10,000","100,300","127,900
(1.00)","2,750",50,"41,250",0,0,0,0,0,0,0
2023,(주)다도글로벌,드롭탑(DROPTOP),0,"3,300","10,000","99,869","113,169
(1.00)","1,650",66,"33,000",202,30,34,0,12,231698,4703
2023,(주)국민키친,킹스더킹,"11,000","3,300","5,000","87,800","107,100
(1.00)","1,980",26,"15,840",2,2,0,0,0,0,0
2023,(주)에브리커피,Every Coffee(에브리커피),"6,600","3,300","5,000","92,400","107,300
(1.00)","2,640",50,"39,600",5,4,0,0,0,193340,2079
2023,(주)위드런,댄싱컵(DANCINGCUP),"5,500","3,300","2,000","75,130","85,930
(1.00)","2,750",33,"27,500",71,59,0,0,0,200556,15223
2023,블루빈컴퍼니(주),라떼킹(Latteking),"5,500","5,500","3,000","71,500","85,500
(1.00)","2,530",82,"63,250",9,2,0,1,0,89007,6083
2023,다산에이앤씨,푸링,"5,500","3,300","2,000","55,000","65,800
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)공오일,카페051(cafe051),"5,500","3,300",0,"68,200","77,000
(1.00)","2,750",33,"27,500",212,25,0,8,46,179489,15570
2023,(주)카페인24,카페인24,"5,500",0,0,"58,960","64,460
(1.00)","2,668",26,"21,340",0,0,0,0,0,0,0
2023,(주)한국창업경제연구소,아마떼,"7,700","2,200","1,000","93,720","104,620
(1.00)","1,760",99,"52,800",17,1,0,2,0,117789,2888
2023,(주)함께그린,광화문커피,"3,300","2,200","2,000","64,350","71,850
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2023,몬도커피mondocoffee,몬도커피츄러스,"6,600","3,300","2,000","35,200","47,100
(.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)에센셜커피,에센스커피,"5,500","3,300","2,000","57,750","68,550
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)토트,브루잉토트,"5,500","3,300","3,000","2,200","14,000
(.00)","3,190",50,"47,850",0,0,0,0,0,0,0
2023,1리터셀(SELL)&디저트와플,1리터셀(SELL)&디저트와플,"3,300","2,200",0,0,"5,500
(.00)",500,33,"5,000",0,0,0,0,0,0,0
2023,프레전트(PRESENT),PRESENT(프레전트),0,"1,100",0,"75,900","77,000
(1.00)","1,320",66,"26,400",0,0,0,0,0,0,0
2023,사운드빈,사운드빈 (Sound bean),"2,200","2,200",0,"71,500","75,900
(1.00)","1,320",66,"26,400",0,0,0,0,0,0,0
2023,샤크로플,샤크로플,"5,500","2,750","1,000","31,900","41,150
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,(주)에스엔인더스트리,복고다방,"7,700","3,300","2,000","45,100","58,100
(1.00)","1,650",33,"16,500",48,16,0,2,0,0,0
2023,(주)에이치앤에스그룹,버블커피(BUBBLE COFFEE),"5,500","2,200","3,000","70,125","80,825
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,카페316,카페316,"5,500","3,300","5,000","71,000","84,800
(1.00)","1,800",66,"36,000",0,0,0,0,0,0,0
2023,라마,라마(LAMA),"5,500","3,300","1,000","50,600","60,400
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)나무기획,캐롤커피,"11,000","3,300","3,000","56,765","74,065
(1.00)","1,400",33,"14,000",0,0,0,0,0,0,0
2023,(주)장스푸드,커피는,"11,000","2,200","2,000","89,100","104,300
(1.00)","3,554",43,"46,200",0,0,0,0,0,0,0
2023,(주)한빛에프앤비코리아,뚜스뚜스(TOUS TOUS),"22,000","5,500","10,000","269,500","307,000
(3.00)","2,750",132,"110,000",0,0,0,0,0,0,0
2023,빌리프,벨렘,"5,500","3,300","1,000","65,285","75,085
(1.00)","2,420",33,"24,200",1,1,0,0,0,0,0
2023,(주)그레이핍플,그레이핍플커피,"5,500","2,200",0,"66,250","73,950
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)지에프앤비,페이브커피,"5,500","3,300","3,000","139,000","150,800
(1.00)","2,200",82,"55,000",0,0,0,0,0,0,0
2023,(주)에이치제이에이치코리아,오프커피,"5,500","3,300","2,000","56,100","66,900
(1.00)","2,420",33,"24,200",0,0,0,0,0,0,0
2023,(주)에스앤씨세인,더벤티,"5,500","3,300","5,000","64,007","77,807
(1.00)","1,760",33,"17,600",993,266,15,14,108,228074,18607
2023,(주)드림위드에프씨,NiceCaffeinClub(NCC),"5,500","4,400","2,000","79,100","91,000
(1.00)","2,750",33,"27,500",1,1,0,0,0,0,0
2023,㈜에스에스인터내셔널,#커피플라잉스콘,"11,000","5,500",0,"116,600","133,100
(1.00)","2,933",50,"44,000",0,0,0,0,0,0,0
2023,(주)중심,하타오,"5,500","3,300","2,000","62,200","73,000
(1.00)","1,950",50,"29,250",0,0,0,0,0,0,0
2023,(주)카페프리헷,카페프리헷,"4,400","1,100",0,"58,410","63,910
(1.00)","3,176",26,"25,410",0,0,0,0,0,0,0
2023,㈜나우커피,나우커피,"2,200",550,0,"52,437","55,187
(1.00)","1,650",33,"16,500",504,91,0,50,20,35019,3889
2023,(주)비케이컴퍼니,아마스빈,"5,500","3,300","3,000","54,800","66,600
(1.00)","2,200",33,"22,000",164,8,12,0,8,155363,11097
2023,(주)트리플컴퍼니,픽셀커피,"5,500","2,200","2,000",0,"9,700
(.00)","1,950",33,"19,500",0,0,0,0,0,0,0
2023,(주)대단한푸드,The 대단한커피,"6,600","4,400","1,000","553,670","565,670
(5.00)","1,700",33,"17,000",19,21,0,4,0,74128,6811
2023,(주)오가다,백억커피,"5,500","3,300","5,000","61,050","74,850
(1.00)","2,200",50,"33,000",26,26,0,0,1,377738,48067
2023,(주)오픈커피로스터스,오픈커피,"11,000","2,200","10,000","265,540","288,740
(3.00)","3,960",79,"95,040",0,0,0,0,0,0,0
2023,둥지타코&커피,둥지타코엔커피,"5,500","5,500","2,000",0,"13,000
(.00)","1,870",33,"18,700",0,0,0,0,0,0,0
2023,핸드메이드,핸드메이드,"5,500","3,300","2,000","52,400","63,200
(1.00)","2,200",33,"22,000",6,2,0,0,0,217484,13259
2023,이지에프코리아(EGFCOREA),소곰커피,"3,960","2,200",0,"44,660","50,820
(.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2023,삼정코리아,커피슈타인,"5,500","2,200",0,"46,530","54,230
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,또리커피본점,또리커피,"5,500","3,300","3,000","69,300","81,100
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,필아웃,필아웃커피,"11,000","5,500","1,000","81,730","99,230
(1.00)","2,200",50,"33,000",3,3,0,0,0,234982,11678
2023,정글비,정글비,"11,000","5,500","3,000","81,400","100,900
(1.00)","2,090",66,"41,800",20,6,0,0,0,151305,3856
2023,헤일리스커피,헤일리스커피,"5,500","5,500","5,000","64,200","80,200
(1.00)","1,980",33,"19,800",5,1,0,0,1,139405,9294
2023,제이엠트렌드,후식(WHO SEEK),"2,343","3,300","3,000","132,621","141,264
(1.00)","4,400",50,"66,000",8,2,0,0,0,256652,33609
2023,우주곰커피제이엠에프,우주곰커피,0,"3,300",0,"40,150","43,450
(.00)","1,513",26,"12,100",1,1,0,0,0,0,0
2023,카페유어프레즌트,카페 유어 프레즌트,"8,800","6,600","5,000","56,074","76,474
(1.00)","2,200",50,"33,000",6,4,0,0,0,146300,7315
2023,펠어커피,펠어커피,"12,100","3,300",0,"93,500","108,900
(1.00)","3,300",50,"49,500",21,8,0,0,0,368437,26115
2023,제로3커피로스터스,A LOT TO GO(어랏투고),"11,000","3,300","2,000","56,100","72,400
(1.00)","2,750",33,"27,500",6,6,0,0,0,23400,2578
2023,맷차,METCHA(맷차),"22,000","11,000","5,000","171,820","209,820
(2.00)","2,750",99,"82,500",2,0,0,0,0,191957,3257
2023,(주)투빅,투빅커피(TOOBIG COFFEE),"5,500","3,300","3,000","61,050","72,850
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,바소(VASO),바소,"3,300","5,500","2,000","60,500","71,300
(1.00)","1,650",33,"16,500",2,2,2,0,0,0,0
2023,카페콘크리트,카페 콘크리트,"3,300","2,200","1,000","47,700","54,200
(1.00)","2,000",33,"20,000",0,0,0,0,0,0,0
2023,(주)커스텀커피,커스텀커피,"11,000","11,000",0,"99,120","121,120
(1.00)","4,400",33,"44,000",109,58,0,1,6,212198,13476
2023,아재커피,아재커피,"3,300","4,400","2,200","63,500","73,400
(1.00)","3,300",33,"33,000",3,2,0,0,0,182958,13569
2023,커피라빈트,커피라빈트,"5,500","3,300","2,000","88,000","98,800
(1.00)","2,750",33,"27,500",4,4,0,0,0,31863,1237
2023,카페달링,카페달링,"5,500","3,300",0,"31,383","40,183
(.00)","1,320",33,"13,200",11,7,0,4,1,557673,41825
2023,더제이푸드,바리스타미스김,"2,200","2,200","1,000","15,950","21,350
(.00)","1,833",20,"11,000",0,0,0,0,0,0,0
2023,남대문커피,남대문커피,"5,500","3,300","3,000","68,450","80,250
(1.00)","2,750",43,"35,750",0,0,0,0,0,0,0
2023,리띵커피,리띵커피,"2,200","4,400","3,000","39,875","49,475
(.00)",0,50,0,0,0,0,0,0,0,0
2023,까사부사노광안점,까사부사노,"22,000","5,500","10,000","166,320","203,820
(2.00)","2,200",132,"88,000",1,0,0,0,0,0,0
2023,테스터,TESTER COFFEE(테스터커피),"5,500","5,500","5,000","88,550","104,550
(1.00)","1,650",50,"24,750",1,1,0,0,0,0,0
2023,워너커피,워너커피(WANNA COFFEE),"6,600","3,300","2,000","43,750","55,650
(1.00)","1,650",33,"16,500",7,0,0,0,0,128174,15113
2023,블레스롤가맹본부,블레스롤(Bless Roll),"13,200","5,500","5,000","191,400","215,100
(2.00)","2,970",99,"89,100",24,4,0,3,3,368005,6547
2023,아리카페(R&D센터),파운드커피,"5,500","3,300","3,000","72,600","84,400
(1.00)","2,750",33,"27,500",7,7,0,0,0,369906,44854
2023,엔타스시,무모한 커피,"11,000","5,500","5,000","45,620","67,120
(1.00)","1,500",33,"15,000",0,0,0,0,0,0,0
2023,더플롯(THEPLOT),더플롯커피(THE PLOT COFFEE),"3,300","3,300","3,000","64,800","74,400
(1.00)",275,33,"2,750",8,1,0,0,2,170303,11106
2023,고품격커피공장,고품격커피공장,"5,500","3,300","1,000","56,100","65,900
(1.00)","3,163",26,"25,300",35,11,0,1,1,137819,12036
2023,묵리459,묵리459,"22,000","11,000","10,000","561,000","604,000
(6.00)","3,300",396,"396,000",0,0,0,0,0,0,0
2023,어보브(ABOVE),어보브(ABOVE),"3,850","7,150",0,"49,500","60,500
(1.00)",733,99,"22,000",3,0,0,0,2,118895,4014
2023,에스에이치컴퍼니,킹사이즈커피,"3,300","2,200","3,000","61,600","70,100
(1.00)","2,090",33,"20,900",2,0,0,0,0,186912,10681
2023,홍익,카페치미,"5,500","5,500","11,000","66,250","88,250
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,팔미엔,카페핑크뮬리,"5,500","3,300","3,000","51,700","63,500
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,베이커리카페동백다방,동백다방,"5,500","5,500",0,0,"11,000
(.00)","1,173",99,"35,200",1,1,0,0,0,273100,9753
2023,(주)피투피시스템즈,패스트카페,"11,000","1,100","3,000","44,900","60,000
(1.00)","1,700",26,"13,600",34,12,0,1,0,28220,3432
2023,(주)아티잔에프앤비,어씽 EARTHING,"22,000","5,500",0,"168,100","195,600
(2.00)","2,933",99,"88,000",0,0,0,0,0,0,0
2023,더크림,더크림(THE CREAM),"3,300","2,200","2,000","48,400","55,900
(1.00)","1,760",33,"17,600",0,0,0,0,0,0,0
2023,(주)밀화당,밀화당,"33,000","11,000",0,"448,800","492,800
(5.00)","2,200",330,"220,000",4,3,0,0,0,1095689,8891
2023,스트렝스커피,스트렝스커피,"3,300","5,500","3,000","71,500","83,300
(1.00)","3,300",33,"33,000",0,0,0,0,0,0,0
